# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.857251714503429,1.0592909757248095,-0.4019288809526979,0,3.0,-4.953985770537157,180.0,0.0,-0.00850192178095385
 0.04062214018683244,1.8597268910105287,1.059273612120523,-0.4019288809526979,0.12186642056049733,3.0000000000000004,-4.953985770537157,179.99965463374156,-40.856962111058166,-0.058338379341174605
 0.05838136232705336,1.8623637181522363,1.0592217156173653,-1.1275167470575695,0.17514408698116013,3.0000000000000018,-4.084689831210565,179.99861858950354,-44.663432041647916,-0.12122377734475914
 0.07262410126807677,1.86516120724961,1.0591355776798876,-1.7636463498369006,0.21787230380423034,3.0,-3.4055878093139667,179.99689203088937,-44.919170572841125,-0.19323380558064546
 0.08513123137143963,1.868118369623709,1.0590154897726416,-2.325456260326573,0.25539369411431895,3.000000000000001,-2.8676270518918856,179.9944752305426,-43.634206576969646,-0.27142826638901657
 0.0965768353234748,1.8712342165955913,1.0588617433601792,-2.824876107567856,0.28973050597042443,2.999999999999998,-2.436115876214764,179.99136857010413,-41.64870483480965,-0.3540459629070313
 0.1072986916649083,1.8745077594863155,1.058674629907052,-3.2714275376134516,0.3218960749947249,2.9999999999999973,-2.0860704354951434,179.98757254015158,-39.37297474963548,-0.43994202832715334
 0.11749276211215928,1.8779380096169407,1.0584544408778114,-3.67279841592907,0.3524782863364778,2.9999999999999973,-1.7992002900231354,179.9830877401221,-37.02029806845868,-0.5283324586521007
 0.12728368413437746,1.881523978308525,1.0582014677370093,-4.035261267556623,0.38185105240313233,2.9999999999999973,-1.5619137874260598,179.97791487821763,-34.70362712006823,-0.6186602940750445
 0.13675593729300856,1.8852646768821266,1.0579160019491969,-4.363982809160645,0.4102678118790256,3.0,-1.3639724507657487,179.97205477129296,-32.48172663555716,-0.7105186382488314
 0.14596952609079766,1.8891591166588049,1.0575983349789264,-4.663256081822863,0.437908578272393,3.000000000000006,-1.1975669618702682,179.96550834472697,-30.383091607441965,-0.803603424147711
 0.15496863215899936,1.8932063089596178,1.0572487582907493,-4.936676745878122,0.46490589647699804,2.999999999999994,-1.0566722312233003,179.9582766322763,-28.41903145181993,-0.8976830346724478
 0.16378672948107909,1.8974052651056241,1.0568675633492173,-5.187278531019515,0.49136018844323714,2.999999999999994,-0.936590459101467,179.95036077591217,-26.59109361614174,-0.992578046841942
 0.17244977648227028,1.9017549964178826,1.0564550416188816,-5.417638424829225,0.5173493294468108,3.000000000000006,-0.8336228760036639,179.94176202564003,-24.895380173412583,-1.0881473337824858
 0.18097829651774566,1.9062545142174514,1.0560114845642945,-5.629959173428952,0.5429348895532369,2.9999999999999933,-0.7448308851243752,179.93248173930232,-23.32509615779663,-1.1842783032113018
 0.18938878323491626,1.9109028298253892,1.0555371836500071,-5.826134584840827,0.5681663497047487,3.0,-0.6678601758203371,179.92252138236373,-21.872063916056824,-1.2808799053448658
 0.19769467876754218,1.9156989545627545,1.0550324303405718,-6.007801662810512,0.5930840363026264,2.9999999999999964,-0.6008097713600167,179.9118825276801,-20.52762066187349,-1.3778775402554269
 0.20590707217663384,1.9206418997506063,1.0544975161005392,-6.176382559438416,0.6177212165299014,3.0000000000000036,-0.542133516441912,179.90056685524996,-19.2831427623463,-1.4752092944689634
 0.21403520921168484,1.9257306767100024,1.0539327323944618,-6.333118586277219,0.6421056276350544,3.0,-0.4905652551979003,179.88857615194914,-18.130342203753916,-1.57282312426855
 0.22208687154105838,1.9309642967620018,1.0533383706868908,-6.479097979617835,0.666260614623175,2.999999999999993,-0.4450614860355419,179.8759123112487,-17.06142345563496,-1.6706747238236266
 0.23006866365334208,1.936341771227663,1.052714722442378,-6.615278714780354,0.6902059909600261,3.0000000000000036,-0.40475703877273556,179.8625773329159,-16.069155120066604,-1.7687258952610838
 0.23798623316203096,1.9418621114280445,1.0520620791254751,-6.742507367389385,0.7139586994860927,2.999999999999993,-0.36893054398442887,179.84857332269834,-15.146890079554444,-1.8669432912284947
 0.24584444223331564,1.9475243286842052,1.0513807322007338,-6.861534796414292,0.7375333266999468,3.0000000000000036,-0.3369773287867232,179.83390249199164,-14.28855526794319,-1.9652974369121996
 0.2536475025810999,1.9533274343172031,1.0506709731327057,-6.973029255452704,0.7609425077432996,3.000000000000007,-0.30838799154072544,179.81856715749007,-13.488624267363141,-2.0637619637374436
 0.2613990829234755,1.959270439648097,1.0499330933859423,-7.077587410169286,0.7841972487704265,3.000000000000007,-0.28273135337755884,179.80256974082062,-12.742080996732229,-2.1623130047979537
 0.2691023953591801,1.9653523559979456,1.0491673844249951,-7.175743641168169,0.8073071860775403,2.999999999999993,-0.2596408054210694,179.78591276816087,-12.044379604553024,-2.2609287151177813
 0.2767602654217002,1.971572194687807,1.0483741377144165,-7.267977935163502,0.8302807962651004,3.0,-0.2388033109418463,179.76859886983988,-11.391403686921674,-2.3595888886361904
 0.28437518936181544,1.9779289670387403,1.0475536447187572,-7.35472260781056,0.8531255680854463,3.000000000000007,-0.21995049651038673,179.75063077992297,-10.779426657703983,-2.458274651017919
 0.2919493813405048,1.9844216843718034,1.0467061969025697,-7.436368054736212,0.8758481440215143,3.0,-0.2028513939405,179.73201133577982,-10.205074334305008,-2.556968211971772
 0.2994848125801977,1.9910493580080557,1.045832085730405,-7.513267690678322,0.8984544377405931,3.0,-0.18730650061836687,179.71274347763642,-9.665290216740257,-2.655652664784561
