# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7955162226113928,2.7567076186783965,-0.004255594584144105,0,3.0,-0.006338415724240714,180.0,0.0,0.00024155789714124944
 0.12484421309008172,1.8188953388600282,2.7567058822147072,-0.004255594584144105,0.3745326392702451,2.9999999999999996,-0.006338415724240714,-179.9999698428944,-0.1642718475881103,0.0017516074395104116
 0.17649194680574148,1.8422403329007306,2.7567006913954444,-0.012739863225354272,0.5294758404172244,2.9999999999999996,-0.006315180397971581,-179.99987937633978,-0.2132241951116687,0.0038084167207788323
 0.21607840201808054,1.8655510341050494,2.756692074078314,-0.021180653275329392,0.6482352060542415,2.9999999999999973,-0.00629191799939733,-179.99972861462183,-0.25190162415023043,0.00633055211254244
 0.2494140527570317,1.8888272718445343,2.7566800581210216,-0.02957795783857602,0.748242158271095,3.0,-0.006268625725819548,-179.99951758154762,-0.2847599005981153,0.009246934149754712
 0.27875038213247966,1.9120688754907338,2.756664671381274,-0.03793176807544215,0.8362511463974387,2.999999999999996,-0.006245301415093821,-179.9992463104417,-0.3136897994587582,0.012511886869218947
 0.3052424935370835,1.9352756744151975,2.7566459417167772,-0.04624207318919141,0.9157274806112502,3.0,-0.00622194428822128,-179.99891484414087,-0.33971735055700797,0.016092881124045066
 0.32957680324077276,1.9584474979894748,2.756623896985238,-0.05450886040936241,0.9887304097223181,3.000000000000002,-0.006198550678865906,-179.99852323498757,-0.3634765546706258,0.01996518338032333
 0.3522006959249179,1.9815841755851151,2.7565985650443623,-0.06273211497543346,1.0566020877747535,3.000000000000005,-0.006175118641082855,-179.99807154482136,-0.3853928715808341,0.024109117842807608
 0.3734250250465103,2.004685536573667,2.756569973751856,-0.07091182012298068,1.120275075139531,3.0000000000000053,-0.006151646555440282,-179.99755984496943,-0.40576876296495884,0.028508503026649673
 0.3934761913183608,2.0277514103266805,2.7565381509654263,-0.07904795705711416,1.1804285739550826,3.0000000000000084,-0.006128132033527626,-179.99698821623508,-0.42482864911933593,0.03314968593362904
 0.41252516062763167,2.050781626215705,2.7565031245427782,-0.0871405049558874,1.2375754818828952,3.000000000000003,-0.00610457188548123,-179.99635674888512,-0.44274464294952887,0.03802090926356137
 0.43070479554396307,2.0737760136122887,2.756464922341619,-0.09518944092587134,1.2921143866318894,2.999999999999997,-0.006080965096456206,-179.99566554263552,-0.4596522707858908,0.04311187735287066
 0.44812078496030355,2.096734401887982,2.7564235722196537,-0.10319474000907528,1.3443623548809107,2.999999999999994,-0.006057308746344167,-179.99491470663583,-0.4756605700457599,0.04841344735779141
 0.46485884490785423,2.1196566204143332,2.75637910203459,-0.11115637514518734,1.3945765347235628,3.000000000000003,-0.006033600607120067,-179.99410435945168,-0.4908588533054519,0.053917402788179705
 0.48098963682888807,2.1425424985628925,2.7563315396441332,-0.11907431717045486,1.4429689104866643,3.0,-0.006009838015214448,-179.99323462904638,-0.5053213898569869,0.05961628330083298
 0.49657222994819705,2.1653918657052085,2.7562809129059898,-0.12694853478308,1.4897166898445913,3.0,-0.005986018632096807,-179.99230565276042,-0.5191107449132935,0.06550325396176904
 0.5116566022625223,2.1882045512128308,2.7562272496778664,-0.13477899453171882,1.534969806787567,3.0,-0.005962139673213027,-179.99131757728986,-0.532280216899668,0.07157200302160148
 0.5262854876138093,2.2109803844573084,2.756170577817468,-0.14256566079950225,1.5788564628414279,2.999999999999985,-0.005938199474985975,-179.9902705586633,-0.54487565389362,0.07781666072455763
 0.5404957664391676,2.2337191948101913,2.756110925182503,-0.15030849576648003,1.6214872993175027,2.999999999999992,-0.00591419514504382,-179.98916476221714,-0.5569368377979316,0.08423173391115446
 0.5543195308761479,2.2564208116430278,2.7560483196306755,-0.15800745941847535,1.6629585926284436,3.0,-0.0058901237184044155,-179.98800036256944,-0.5684985458713422,0.09081205268322147
 0.5677849128479933,2.2790850643273672,2.755982789019693,-0.1656625094890716,1.7033547385439796,3.0,-0.00586598296980359,-179.9867775435924,-0.5795913908019329,0.09755272648240244
 0.5809167365831904,2.30171178223476,2.755914361207261,-0.17327360147152035,1.742750209749571,3.0,-0.005841770214877014,-179.98549649838336,-0.5902424790968931,0.10444910752615578
 0.5937370390344858,2.3243007947367538,2.7558430640510867,-0.18084068857314492,1.781211117103457,2.9999999999999827,-0.005817482704581303,-179.9841574292341,-0.6004759456994216,0.1114967601050268
 0.6062654894891591,2.346851931204899,2.755768925408875,-0.18836372170806326,1.818796468467477,2.999999999999991,-0.005793117622948835,-179.98276054759927,-0.6103133830508753,0.11869143466066123
 0.618519731261399,2.369365021010745,2.755691973138333,-0.19584264946080232,1.8555591937841966,3.000000000000009,-0.005768672084748157,-179.98130607406264,-0.6197741960196212,0.1260290456471526
 0.6305156624565147,2.39183989352584,2.7556122350971677,-0.2032774180727618,1.8915469873695436,3.0,-0.005744143986472444,-179.97979423830247,-0.628875892840059,0.13350565259600433
 0.6422676685843397,2.4142763781217345,2.7555297391430837,-0.21066797141905963,1.9268030057530188,3.0000000000000093,-0.0057195294596866265,-179.97822527905507,-0.6376343266377994,0.14111744373611226
 0.6537888167478848,2.4366743041699768,2.755444513133788,-0.21801425097041602,1.961366450243654,3.0,-0.005694826701318333,-179.97659944407732,-0.64606390138816,0.14886072184950389
