# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.738649784054827,0.48376861160880635,179.91638815495088,0,3.0,-0.2712887192738276,0.0,0.0,0.0
 0.08327823761346337,14.728246897841627,0.48378379257213294,179.91638815495088,0.2498347128403901,3.0,-0.2712887192738276,0.0,-4.66468226336156,0.0
 0.11818673996570021,14.717697734464844,0.4838291684435032,179.75355108318792,0.3545602198971006,2.9999999999999996,-0.25813982777005484,0.0,-5.80489275696124,0.0
 0.14524978345892625,14.707003908577907,0.4839044886950029,179.59645301803272,0.43574935037677875,3.0000000000000004,-0.24586473773023815,0.0,-6.581516379036721,0.0
 0.16829266559697834,14.69616703483423,0.48400950279871785,179.44479591182093,0.504877996790935,3.0000000000000013,-0.23439158470675264,0.0,-7.146818677782104,0.0
 0.18879046982329173,14.685188727887244,0.4841439602267339,179.29830182172282,0.5663714094698752,2.9999999999999987,-0.22365549020588127,0.0,-7.569314989523411,0.0
 0.20749633262347456,14.674070602390362,0.4843076104511366,179.15671125403742,0.6224889978704237,3.0,-0.21359778261960685,0.0,-7.887976668189842,0.0
 0.2248556113770074,14.662814272997014,0.48450020294401197,179.01978166825293,0.6745668341310221,2.999999999999995,-0.20416531722842116,0.0,-8.127807682812218,0.0
 0.2411571222018972,14.651421354360618,0.4847214871774457,178.88728612332898,0.7234713666056914,2.9999999999999964,-0.19530987856553408,0.0,-8.306082670018963,0.0
 0.25660051202493556,14.639893461134598,0.48497121262352344,178.75901205075346,0.7698015360748065,2.9999999999999982,-0.18698765616724122,0.0,-8.435346342414896,0.0
 0.27133042409482816,14.62823220797238,0.4852491287543312,178.6347601408506,0.8139912722844843,3.0,-0.179158782087785,0.0,-8.5250389085586,0.0
 0.2854554986824535,14.61643920952738,0.4855549850419545,178.51434333040478,0.8563664960473604,3.0,-0.17178692379173408,0.0,-8.582455322619827,0.0
 0.29905969992282894,14.604516080453022,0.48588853095847934,178.39758588105937,0.8971790997684866,3.0,-0.16483892380378806,0.0,-8.61334885290618,0.0
 0.31220944501896103,14.59246443540273,0.4862495159759914,178.28432253921957,0.9366283350568829,3.0,-0.15828448056959557,0.0,-8.622330284874284,0.0
 0.32495829206991583,14.580285889029929,0.48663768956657644,178.17439776919488,0.9748748762097473,3.0,-0.15209586585155507,0.0,-8.613142689958696,0.0
 0.337350135644373,14.567982055988034,0.4870528012023202,178.06766505229646,1.0120504069331189,3.0000000000000044,-0.14624767322415028,0.0,-8.588856789996882,0.0
 0.3494214519371251,14.555554550930475,0.4874946003553086,177.96398624539125,1.0482643558113751,2.9999999999999956,-0.14071659431631287,0.0,-8.552013644331875,0.0
 0.3612029172650104,14.54300498851067,0.4879628364976273,177.86323099315695,1.083608751795031,2.999999999999995,-0.1354812194915747,0.0,-8.504731239160124,0.0
 0.37272060095642534,14.530334983382042,0.4884572591013621,177.7652761888638,1.1181618028692757,2.9999999999999902,-0.13052185949114115,0.0,-8.448785640106363,0.0
 0.38399686168704367,14.517546150198013,0.4889776176385988,177.6700054791289,1.1519905850611307,3.000000000000005,-0.12582038625823358,0.0,-8.38567379876423,0.0
 0.3950510325082424,14.504640103612008,0.48952366158142313,177.5773088085065,1.1851530975247269,2.99999999999999,-0.1213600905447833,0.0,-8.316662845918824,0.0
 0.4058999523114278,14.491618458277449,0.4900951404019209,177.48708200026098,1.217699856934283,3.0,-0.11712555346219883,0.0,-8.24282925639805,0.0
 0.4165583837199589,14.478482828847756,0.4906918035721779,177.39922637001945,1.2496751511598763,2.9999999999999947,-0.11310253199163835,0.0,-8.165090300920863,0.0
 0.4270393456592221,14.46523482997635,0.4913134005642799,177.3136483693448,1.2811180369776658,3.0,-0.10927785534769632,0.0,-8.08422954195226,0.0
 0.43735438091816536,14.451876076316658,0.4919596808503126,177.2302592565782,1.3120631427544955,2.9999999999999893,-0.10563933192821974,0.0,-8.000917674737577,0.0
 0.4475137735437078,14.4384081825221,0.4926303939023619,177.14897479255592,1.342541320631123,3.000000000000011,-0.1021756652049963,0.0,-7.915729691203366,0.0
 0.45752672706958075,14.424832763246098,0.4933252891925135,177.0697149590345,1.3725801812087417,2.999999999999989,-0.09887637799642053,0.0,-7.82915910732567,0.0
 0.4674015118431929,14.411151433142074,0.4940441161928532,176.9924036978913,1.4022045355295782,3.000000000000011,-0.09573174388760977,0.0,-7.741629828988176,0.0
 0.4771455877326897,14.397365806863455,0.4947866243754667,176.91696866932924,1.4314367631980687,2.9999999999999942,-0.09273272488860616,0.0,-7.653506099610345,0.0
 0.48676570704335725,14.383477499063657,0.49555256321243996,176.84334102750609,1.4602971211300713,3.0,-0.08987091538778724,0.0,-7.565100882740416,0.0
 0.49626800139350413,14.369488124396103,0.4963416821758586,176.77145521212972,1.488804004180512,3.0000000000000058,-0.08713849097542437,0.0,-7.476682954236846,0.0
 0.505658055489766,14.355399297514222,0.49715373073780844,176.70124875472885,1.5169741664692973,2.999999999999988,-0.08452816193035698,0.0,-7.388482928175307,0.0
 0.5149409701267635,14.341212633071429,0.49798845837037525,176.63266209840967,1.54482291038029,2.999999999999988,-0.08203313102007195,0.0,-7.300698397820065,0.0
 0.5241214162646807,14.32692974572115,0.49884561454564474,176.5656384299993,1.5723642487940412,2.999999999999988,-0.0796470551603276,0.0,-7.213498331116979,0.0
